# file produced from stan branch - Group-Studies---Exoplanets\Code\filtering_code_stan.ipynb
# on 22/01/2026 at 15:08
#
# WHAT HAS BEEN DONE/FILTERED
# kept only the columns needed for analysis and uncertainty calculations
# removed planets with no measured mass, zero/invalid mass uncertainties, or flagged as mass limits
# removed planets with no measured radius, zero/invalid radius uncertainties, or flagged as radius limits
# removed planets where the host star has missing radius, mass, temperature, metallicity, or j-mag
# removed planets flagged as controversial
# removed planets where stellar temperature, radius, semi-major axis, or j-mag uncertainties are missing or zero
#
#^note: doing the line above takes out 70 planets almost all from sm axis Unc
# which are all kepler planets so faint anyway so low TSM a lot of the 
# existing values for sm axis come from KOI catalogue rather than confirmed planet catalogue
#
# computed average uncertainties for mass, radius, stellar temp, stellar radius, semi-major axis, and j-mag
# computed planet surface gravity in cgs units
# computed absolute error on planet gravity from mass and radius uncertainties
# filtered planets to only those with radii between 1.5 and 4 earth radii (sub-neptunes)
# computed equilibrium temperature (teq) assuming full heat redistribution and a bond albedo of 0.3
# computed fractional uncertainties for teq based on stellar and orbital uncertainties
# computed transmission spectroscopy metric (tsm) for each planet
# computed fractional uncertainties for tsm based on planet, stellar, and teq uncertainties
#
# INDEXED COLUMNS
#
# COLUMN pl_name:             Planet Name
# COLUMN pl_orbper:           Orbital Period [days]
# COLUMN pl_orbsmax:          Orbit Semi-Major Axis [au]
# COLUMN pl_bmasse:           Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_rade:             Planet Radius [Earth Radius]
# COLUMN pl_radelim:          Planet Radius Limit Flag
# COLUMN pl_radeerr1:         Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:         Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_trandep:          Transit Depth [%]
# COLUMN pl_trandur:          Transit Duration [hours]
# COLUMN pl_bmasselim:        Planet Mass or Mass*sin(i) Limit Flag
# COLUMN pl_bmasseerr2:       Planet Mass or Mass*sin(i) Lower Unc. [Earth Mass]
# COLUMN pl_bmasseerr1:       Planet Mass or Mass*sin(i) Upper Unc. [Earth Mass]
# COLUMN pl_orbeccen:         Orbital Eccentricity
# COLUMN pl_orbincl:          Orbital Inclination [deg]
# COLUMN st_rad:              Stellar Radius [Solar Radius]
# COLUMN st_mass:             Stellar Mass [Solar Mass]
# COLUMN st_teff:             Stellar Effective Temperature [K]
# COLUMN pl_ratror:           Ratio of Planet Radius to Stellar Radius
# COLUMN st_met:              Stellar Metallicity [dex]
# COLUMN st_metlim:           Stellar Metallicity Limit Flag
# COLUMN sy_jmag:             J (2MASS) Magnitude
# COLUMN discoverymethod:     Discovery Method
# COLUMN pl_controv_flag:     Controversial Flag
# COLUMN st_tefferr1:         Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:         Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_raderr1:          Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:          Stellar Radius Lower Unc. [Solar Radius]
# COLUMN pl_orbsmaxerr1:      Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2:      Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN sy_jmagerr1:         J Magnitude Upper Unc.
# COLUMN sy_jmagerr2:         J Magnitude Lower Unc.
# COLUMN pl_bmasseerr_avg:    Planet Mass 1σ Average Error [Earth Mass]
# COLUMN pl_radeerr_avg:      Planet Radius 1σ Average Error [Earth Radius]
# COLUMN st_tefferr_avg:      Stellar Effective Temperature 1σ Average Error [K]
# COLUMN st_raderr_avg:       Stellar Radius 1σ Average Error [Solar Radius]
# COLUMN pl_orbsmaxerr_avg:   Orbit Semi-Major Axis 1σ Average Error [au]
# COLUMN sy_jmagerr_avg:      J Magnitude 1σ Average Error
# COLUMN g_planet_cgs:        Planet Surface Gravity [cm/s²]
# COLUMN g_planet_cgs_err:    Planet Surface Gravity 1σ Error [cm/s²]
# COLUMN pl_Teq:              Planet Equilibrium Temperature [K]
# COLUMN pl_Teq_err:          Planet Equilibrium Temperature 1σ Error [K]
# COLUMN pl_tsm:              Transmission Spectroscopy Metric (TSM)
# COLUMN pl_tsm_err:          TSM 1σ Error
#
pl_name,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_radelim,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_bmasselim,pl_bmasseerr2,pl_bmasseerr1,pl_orbeccen,pl_orbincl,st_rad,st_mass,st_teff,pl_ratror,st_met,st_metlim,sy_jmag,discoverymethod,pl_controv_flag,st_tefferr1,st_tefferr2,st_raderr1,st_raderr2,pl_orbsmaxerr1,pl_orbsmaxerr2,sy_jmagerr1,sy_jmagerr2,pl_bmasseerr_avg,pl_radeerr_avg,st_tefferr_avg,st_raderr_avg,pl_orbsmaxerr_avg,sy_jmagerr_avg,g_planet_cgs,g_planet_cgs_err,pl_Teq,pl_Teq_err,pl_tsm,pl_tsm_err
Kepler-131 b,16.092,0.12789,16.13,2.41,0.0,0.2,-0.2,0.04354,2.879,0.0,-3.5,3.5,0.0,89.14,1.03,1.02,5685.0,0.021263,0.12,0.0,10.418,Transit,0.0,74.0,-74.0,0.1,-0.1,0.00103,-0.00103,0.022,-0.022,3.5,0.2,74.0,0.1,0.00103,0.022,2727.159852017083,745.0243585378136,711.6046096790519,35.878850637983085,6.0499475390078485,2.33855614129875
Kepler-138 c,13.7815,0.0913,2.3,1.51,0.0,0.04,-0.04,0.0756,2.263,0.0,-0.5,0.6,0.017,89.02,0.535,0.535,3841.0,0.024328,-0.18,0.0,10.293,Transit,0.0,50.0,-51.0,0.013,-0.014,0.0007,-0.0007,0.022,-0.022,0.55,0.04,50.5,0.0135,0.0007,0.022,990.5679084389623,242.6188966914746,410.1037820416077,7.636523422706665,23.61346728258667,6.089125708537199
Kepler-138 d,23.0923,0.1288,2.1,1.51,0.0,0.04,-0.04,0.05983,1.7012,0.0,-0.7,0.6,0.01,89.04,0.535,0.535,3841.0,0.022578,-0.18,0.0,10.293,Transit,0.0,50.0,-51.0,0.013,-0.014,0.001,-0.001,0.022,-0.022,0.6499999999999999,0.04,50.5,0.0135,0.001,0.022,904.4315685747049,284.01438609213034,345.2798479019328,6.432906333269228,21.774378099069818,7.05964181226809
Kepler-145 b,22.951,0.17308,37.1,2.65,0.0,0.08,-0.08,0.01298,4.4814,0.0,-11.6,11.6,0.43,88.39,1.85,1.32,6022.0,0.01088,-0.0014,0.0,10.913,Transit,0.0,54.0,-54.0,0.05,-0.05,0.00276,-0.00276,0.025,-0.025,11.6,0.08,54.0,0.05,0.00276,0.025,5187.91048932625,1652.0623273144474,868.3826486727984,15.69338476675823,1.0531783859869939,0.34825785818781263
Kepler-1655 b,11.8728787,0.1029,5.4,2.213,0.0,0.082,-0.082,0.03432,2.3661,0.0,-1.7,1.7,0.19,87.62,1.03,1.03,6148.0,0.017014,-0.24,0.0,10.065,Transit,0.0,71.0,-71.0,0.02,-0.02,0.0014,-0.0014,0.021,-0.021,1.7,0.082,71.0,0.02,0.0014,0.021,1082.7825410258713,350.19319403780787,857.9317668028139,14.19880414170369,19.847203674222666,6.6817841635966975
Kepler-1661 b,175.06,0.633,17.0,3.87,0.0,0.06,-0.06,,,0.0,-12.0,12.0,0.057,89.46,0.762,0.841,5100.0,0.04651,-0.12,0.0,12.729,Transit,0.0,100.0,-100.0,0.01,-0.01,0.005,-0.005,0.022,-0.022,12.0,0.06,100.0,0.01,0.005,0.022,1114.6468778306569,787.5683238989586,246.80489657460714,5.195353204041652,5.278831170216594,3.7389178401872893
Kepler-177 b,36.8601,0.21101,5.84,3.5,0.0,0.19,-0.15,0.07141,7.495,0.0,-0.82,0.86,0.0,89.93,1.324,0.921,5732.0,0.02499,-0.11,0.0,13.858,Transit,0.0,60.0,-60.0,0.053,-0.051,0.00181,-0.00181,0.025,-0.025,0.84,0.16999999999999998,60.0,0.052,0.00181,0.025,468.1522025236912,81.25565972897276,633.2958185996449,14.35214003026916,5.744231125987286,1.2681300343727064
Kepler-18 b,3.504725,0.0447,6.9,2.0,0.0,0.1,-0.1,0.0254,2.076,0.0,-3.4,3.4,0.0,84.92,1.108,0.972,5345.0,0.01656,0.19,0.0,12.189,Transit,0.0,100.0,-100.0,0.051,-0.051,0.0006,-0.0006,0.031,-0.031,3.4,0.1,100.0,0.051,0.0006,0.031,1693.9454160237585,851.7128799881083,1173.7396973195714,35.6928226683438,5.096871843858675,2.672381366753465
Kepler-19 b,9.28699,0.0846,6.1,2.209,0.0,0.048,-0.048,0.06917,3.3652,0.0,-2.7,2.8,0.41,89.94,0.859,0.936,5541.0,0.02379,-0.13,0.0,10.719,Transit,0.0,60.0,-60.0,0.018,-0.018,0.0012,-0.0012,0.02,-0.02,2.75,0.048,60.0,0.018,0.0012,0.02,1227.5769235728847,555.9812637299656,778.7669559520806,12.968906051215424,16.87520454534936,7.725939213884107
Kepler-20 b,3.6961049,0.04565,9.7,1.773,0.0,0.053,-0.03,0.03967,2.463,0.0,-1.3,1.3,0.083,87.36,0.9164,0.929,5495.0,0.01925,0.07,0.0,11.252,Transit,0.0,50.0,-50.0,0.0087,-0.0077,0.00089,-0.00089,0.021,-0.021,1.3,0.041499999999999995,50.0,0.008199999999999999,0.00089,0.021,3030.153125178086,430.1644935638309,1085.919948153724,15.273963280228218,5.259599406942118,0.8063499968783067
Kepler-20 c,10.8540774,0.0936,11.1,2.894,0.0,0.036,-0.033,0.1051,3.7768,0.0,-2.1,2.1,0.076,89.815,0.9164,0.929,5495.0,0.02895,0.07,0.0,11.252,Transit,0.0,50.0,-50.0,0.0087,-0.0077,0.0018,-0.0018,0.021,-0.021,2.1,0.0345,50.0,0.008199999999999999,0.0018,0.021,1301.4762214592402,248.1728180333922,758.3684861385167,10.597304879060717,14.180537342265275,2.7526556906998505
Kepler-20 d,77.611455,0.3474,13.4,2.606,0.0,0.053,-0.039,0.08275,7.2566,0.0,-3.6,3.7,0.082,89.708,0.9164,0.929,5495.0,0.02768,0.07,0.0,11.252,Transit,0.0,50.0,-50.0,0.0087,-0.0077,0.0067,-0.0067,0.021,-0.021,3.6500000000000004,0.046,50.0,0.008199999999999999,0.0067,0.021,1937.6096473662644,532.1960404866736,393.64369070624764,5.508208906166361,4.382501918051295,1.2208949889172955
Kepler-21 b,2.7858212,0.0434,7.5,1.639,0.0,0.019,-0.015,0.006217,3.4834,0.0,-1.3,1.3,0.0,83.2,1.902,1.408,6305.0,0.007885,-0.03,0.0,7.229,Transit,0.0,50.0,-50.0,0.018,-0.012,0.00021,-0.00032,0.032,-0.032,1.3,0.017,50.0,0.015,0.00026500000000000004,0.032,2741.6604604098,478.6123565299996,1840.9985543919008,17.246338695385333,13.485857449681811,2.3960232415158287
Kepler-223 b,7.38449,0.07525,7.4,2.99,0.0,0.18,-0.27,0.03498,5.7351,0.0,-1.1,1.3,0.078,90.0,1.72,1.125,5803.0,0.016418,0.1,0.0,14.095,Transit,0.0,25.0,-25.0,0.07,-0.14,0.00076,-0.00076,0.031,-0.031,1.2000000000000002,0.225,25.0,0.10500000000000001,0.00076,0.031,812.8298716352464,179.8308162053553,1223.690270268658,38.22401469363387,2.901392125291614,0.8864548439114444
Kepler-223 c,9.84564,0.09117,5.1,3.44,0.0,0.2,-0.3,0.04367,5.7471,0.0,-1.1,1.7,0.15,90.0,1.72,1.125,5803.0,0.01768,0.1,0.0,14.095,Transit,0.0,25.0,-25.0,0.07,-0.14,0.00092,-0.00092,0.031,-0.031,1.4,0.25,25.0,0.10500000000000001,0.00092,0.031,423.21748642632747,131.45786216380367,1111.7286084788363,34.72592959437239,5.824477998569004,2.171335166730126
Kepler-23 b,7.1,0.07212,2.56,1.638,0.0,0.047,-0.047,0.0131,5.1462,0.0,-0.4,0.43,0.017,89.57,1.548,1.078,5828.0,0.01039,-0.112,0.0,12.353,Transit,0.0,100.0,-100.0,0.048,-0.048,0.00057,-0.00057,0.021,-0.021,0.41500000000000004,0.047,100.0,0.048,0.00057,0.021,936.9630900997226,161.12693529691006,1190.9269611532422,27.93992166893446,3.6376045687431255,0.7107693824441553
Kepler-23 c,10.74,0.09501,7.81,3.005,0.0,0.074,-0.074,0.04152,6.0633,0.0,-1.2,1.32,0.021,89.86,1.548,1.078,5828.0,0.018486,-0.112,0.0,12.353,Transit,0.0,100.0,-100.0,0.048,-0.048,0.00075,-0.00075,0.021,-0.021,1.26,0.074,100.0,0.048,0.00075,0.021,849.3220390731452,143.26524423778088,1037.5960917653636,24.34184227426007,6.515965547396126,1.2358967442553168
Kepler-23 d,15.27,0.12012,4.44,2.206,0.0,0.057,-0.057,0.02067,6.0765,0.0,-1.21,1.3,0.01,89.54,1.548,1.078,5828.0,0.013073,-0.112,0.0,12.353,Transit,0.0,100.0,-100.0,0.048,-0.048,0.00094,-0.00094,0.021,-0.021,1.255,0.057,100.0,0.048,0.00094,0.021,895.9468903410548,257.4438947566798,922.7951951195258,21.64334399426231,3.9697897967041036,1.1935383102472208
Kepler-238 f,50.447,0.28635,13.5,2.0,0.0,0.85,-0.17,0.03703,7.159,0.0,-2.5,2.9,0.0,89.57,0.96,1.06,5800.0,0.01767,0.34,0.0,13.894,Transit,0.0,60.0,-60.0,0.41,-0.08,0.00381,-0.00381,0.025,-0.025,2.7,0.51,60.0,0.245,0.00381,0.025,3314.2410313508312,1815.587096100932,468.40657367777254,60.04763496739314,0.6315493302665941,0.5999109720814902
Kepler-24 b,8.14,0.08045,11.14,2.348,0.0,0.092,-0.091,0.04965,4.776,0.0,-1.93,2.25,0.023,77.26,1.099,1.06,6028.0,0.0207114,-0.0708,0.0,13.763,Transit,0.0,116.0,-116.0,0.039,-0.039,0.00088,-0.00088,0.023,-0.023,2.09,0.0915,116.0,0.039,0.00088,0.023,1984.2633835339043,403.11704752784715,982.6911178718558,26.277651926848034,2.1057231795773976,0.4926236607439711
Kepler-24 c,12.33,0.10612,9.99,2.514,0.0,0.098,-0.098,0.05666,6.487,0.0,-1.66,2.01,0.014,78.63,1.099,1.06,6028.0,0.021918,-0.0708,0.0,13.763,Transit,0.0,116.0,-116.0,0.039,-0.039,0.00115,-0.00115,0.023,-0.023,1.835,0.098,116.0,0.039,0.00115,0.023,1552.1913328001954,309.7311682659918,855.620998144413,22.87087578400746,2.5094984184978615,0.5792528839209815
Kepler-25 b,6.238297,0.0695,8.7,2.748,0.0,0.038,-0.035,0.04028,3.54393,0.0,-2.3,2.5,0.0029,92.827,1.316,1.165,6354.0,0.01916,0.11,0.0,9.764,Transit,0.0,27.0,-27.0,0.016,-0.015,0.00068,-0.00068,0.02,-0.02,2.4,0.036500000000000005,27.0,0.0155,0.00068,0.02,1131.3477263357702,313.53964475807857,1219.525028586044,10.678332081092064,23.59285056724117,6.606169784418033
Kepler-26 b,12.28,0.08551,5.12,2.78,0.0,0.11,-0.11,0.27947,2.7096,0.0,-0.61,0.65,0.021,89.93,0.512,0.544,3914.0,0.048233,-0.13,0.0,13.408,Transit,0.0,119.0,-119.0,0.017,-0.017,0.00393,-0.00393,0.027,-0.027,0.63,0.11,119.0,0.017,0.00393,0.027,650.5649803616584,95.1764543278768,422.430545103582,17.560439986569506,18.01730324420867,3.3958615170688824
Kepler-26 c,17.2559,0.10725,6.2,2.72,0.0,0.12,-0.12,0.20548,2.0371,0.0,-0.65,0.65,0.013,89.09,0.512,0.544,3914.0,0.0467,-0.13,0.0,13.408,Transit,0.0,119.0,-119.0,0.017,-0.017,0.00493,-0.00493,0.027,-0.027,0.65,0.12,119.0,0.017,0.00493,0.027,822.9324616483703,112.76463738604123,377.1942958047673,15.680785139996342,12.249285644119853,2.2851105482434955
Kepler-276 c,31.884,0.18619,16.6,2.9,0.0,1.27,-0.28,0.091,5.099,0.0,-3.6,4.4,0.0,86.92,1.03,1.1,5693.0,0.03000339,-0.29,0.0,14.234,Transit,0.0,60.0,-60.0,0.45,-0.1,0.00232,-0.00232,0.026,-0.026,4.0,0.775,60.0,0.275,0.00232,0.026,1938.3062886483929,1136.4086596514912,590.5947543161991,79.17240488583634,1.4897418257585255,1.4927738241231665
Kepler-276 d,48.648,0.24666,16.3,2.8,0.0,1.23,-0.27,0.06211,4.563,0.0,-4.3,5.0,0.0,87.42,1.03,1.1,5693.0,0.02949,-0.29,0.0,14.234,Transit,0.0,60.0,-60.0,0.45,-0.1,0.00306,-0.00306,0.026,-0.026,4.65,0.75,60.0,0.275,0.00306,0.026,2041.6526383604896,1239.1540431896074,513.119356113618,68.78576066398621,1.1864253224366312,1.2042997877527202
Kepler-277 b,17.324,0.14168,87.3,2.92,0.0,0.73,-0.63,0.02413,8.045,0.0,-39.9,41.7,0.0,86.03,1.69,1.12,5946.0,0.014527,0.09,0.0,12.288,Transit,0.0,56.0,-56.0,0.42,-0.36,0.00201,-0.00201,0.021,-0.021,40.8,0.6799999999999999,56.0,0.39,0.00201,0.021,10054.46237696349,6634.009927622662,905.7783754259251,105.05712194324038,0.4036387189632955,0.389896551833766
Kepler-277 c,33.006,0.21781,64.2,3.36,0.0,0.83,-0.72,0.02781,7.201,0.0,-15.7,18.1,0.0,89.33,1.69,1.12,5946.0,0.016338,0.09,0.0,12.288,Transit,0.0,56.0,-56.0,0.42,-0.36,0.00309,-0.00309,0.021,-0.021,16.9,0.7749999999999999,56.0,0.39,0.00309,0.021,5584.27485441136,2965.989738974974,730.5287540442853,84.73070891803656,0.6744607470233186,0.5936303371499004
Kepler-278 b,30.1556,0.202,56.0,3.955,0.0,0.08,-0.08,0.01759,7.874,0.0,-13.0,37.0,0.696,85.11,2.861,1.227,4965.0,0.01266,0.22,0.0,10.047,Transit,0.0,54.0,-54.0,0.06,-0.06,0.005,-0.005,0.021,-0.021,25.0,0.08,54.0,0.06,0.005,0.021,3515.647826087622,1575.916681149513,824.1579685230129,16.09566907216528,1.3932727802385065,0.631161863739483
Kepler-278 c,51.111,0.287,34.9,3.268,0.0,0.067,-0.067,0.01415,11.233,0.0,-21.0,9.9,0.616,88.58,2.861,1.227,4965.0,0.01046,0.22,0.0,10.047,Transit,0.0,54.0,-54.0,0.06,-0.06,0.007,-0.007,0.021,-0.021,15.45,0.067,54.0,0.06,0.007,0.021,3209.014236332374,1426.6901827338854,691.4251910934341,13.42441126321526,1.05813278099516,0.4755599049986505
Kepler-28 b,5.91,0.05687,1.63,1.959,0.0,0.043,-0.042,0.10629,2.3254,0.0,-0.4,0.51,0.0,89.51,0.664,0.684,4499.3,0.027826,0.1451,0.0,13.334,Transit,0.0,74.9,-74.9,0.013,-0.013,0.00036,-0.00036,0.023,-0.023,0.455,0.042499999999999996,74.9,0.013,0.00036,0.023,417.0892964982299,117.8248866722049,678.1024947998193,13.270195044325083,19.250651509933622,5.585479966334405
Kepler-28 c,8.99,0.07519,2.06,1.857,0.0,0.042,-0.042,0.09053,2.8606,0.0,-0.52,0.7,0.017,89.98,0.664,0.684,4499.3,0.026527,0.1451,0.0,13.334,Transit,0.0,74.9,-74.9,0.013,-0.013,0.00048,-0.00048,0.023,-0.023,0.61,0.042,74.9,0.013,0.00048,0.023,586.6157585054282,175.7216505138004,589.7350143260494,11.54344553827141,11.283914613158366,3.4654179046856823
Kepler-282 d,24.806,0.15837,61.0,2.46,0.0,1.0,-0.2,0.06244,6.1513,0.0,-36.1,35.9,0.0,89.99,0.89,0.97,5656.0,0.02374,-0.2,0.0,14.08,Transit,0.0,60.0,-60.0,0.36,-0.07,0.0009,-0.0009,0.028,-0.028,36.0,0.6,60.0,0.215,0.0009,0.028,9898.512442985424,7578.971525334169,591.3926337885101,71.72690744550265,0.350704976781028,0.3731335234249103
Kepler-282 e,44.347,0.23332,56.2,3.1,0.0,1.26,-0.25,0.07917,6.399,0.0,-16.7,16.2,0.0,89.7,0.89,0.97,5656.0,0.026731,-0.2,0.0,14.08,Transit,0.0,60.0,-60.0,0.36,-0.07,0.00133,-0.00133,0.028,-0.028,16.45,0.755,60.0,0.215,0.00133,0.028,5742.794032818184,3263.5003767815488,487.2326523638767,59.093989830359654,0.6375512587797478,0.5939243499266432
Kepler-289 b,34.5383,0.21183,3.7,2.49,0.0,0.07,-0.07,0.04298,3.178,0.0,-1.96,3.79,0.0,88.98,1.0,1.08,5990.0,0.0228,0.05,0.0,12.861,Transit,0.0,38.0,-38.0,0.02,-0.02,0.00154,-0.00154,0.022,-0.022,2.875,0.07,38.0,0.02,0.00154,0.022,586.0212202550173,456.5448480400031,574.0385441239465,7.111091257504535,8.081796610901288,6.326244818301165
Kepler-289 d,66.0282,0.33,5.33,3.03,0.0,0.08,-0.08,,3.557,0.0,-0.42,0.43,,89.31,1.0,1.08,5990.0,0.027,0.05,0.0,12.861,Transit,0.0,38.0,-38.0,0.02,-0.02,0.02,-0.02,0.022,-0.022,0.425,0.08,38.0,0.02,0.02,0.022,570.1016061799779,54.52282104667139,459.91525763282215,14.963290394273283,8.227889748026426,1.02082553004005
Kepler-29 b,10.33974,0.08482,5.0,2.55,0.0,0.12,-0.12,0.102,3.041,0.0,-1.3,1.5,0.0,89.13,0.732,0.761,5378.0,0.03194,-0.44,0.0,14.131,Transit,0.0,60.0,-60.0,0.033,-0.031,0.00096,-0.00096,0.03,-0.03,1.4,0.12,60.0,0.032,0.00096,0.03,755.0921511899029,223.05035073440422,696.8433652009023,17.549699581716084,8.108379917860276,2.6498432170434203
Kepler-29 c,13.28613,0.10027,4.5,2.34,0.0,0.12,-0.11,0.10396,3.2825,0.0,-1.1,1.1,0.0,89.97,0.732,0.761,5378.0,0.029278,-0.44,0.0,14.131,Transit,0.0,60.0,-60.0,0.033,-0.031,0.00113,-0.00113,0.03,-0.03,1.1,0.11499999999999999,60.0,0.032,0.00113,0.03,807.0326615898,212.62535320992274,640.9125797956983,16.1376206757808,6.4029813585067545,1.9204630998455248
Kepler-305 b,5.487,0.05746,10.5,3.6,0.0,0.9,-0.36,0.13286,2.93,0.0,-2.0,2.6,0.005,84.98,0.8,0.76,5080.0,0.0374,0.09,0.0,14.25,Transit,0.0,60.0,-60.0,0.2,-0.08,0.00052,-0.00052,0.029,-0.029,2.3,0.63,60.0,0.14,0.00052,0.029,795.5996988839444,328.49873146979775,836.053097008059,73.91496625382936,10.49499071940568,7.072264560826805
Kepler-305 c,8.291,0.07568,6.0,3.3,0.0,0.82,-0.33,0.10339,3.613,0.0,-2.2,2.4,0.0,83.45,0.8,0.76,5080.0,0.033,0.09,0.0,14.25,Transit,0.0,60.0,-60.0,0.2,-0.08,0.00069,-0.00069,0.029,-0.029,2.3,0.575,60.0,0.14,0.00069,0.029,541.0453678360708,280.2939478399892,728.4942179212592,64.40701276668833,12.326695672141481,9.147397707075738
Kepler-305 d,16.74,0.12091,6.2,2.76,0.0,0.12,-0.12,0.09968,2.398,0.0,-1.34,1.76,0.0,89.27,0.792,0.827,5090.0,0.030609,0.09,0.0,14.25,Transit,0.0,101.0,-101.0,0.025,-0.025,0.00108,-0.00108,0.029,-0.029,1.55,0.12,101.0,0.025,0.00108,0.029,799.2521954761745,211.5550307485131,574.5888941913845,14.792532663502373,5.616327063515335,1.6310565416479477
Kepler-307 b,10.4208,0.09359,7.44,2.43,0.0,0.09,-0.09,0.08776,2.7791,0.0,-0.87,0.91,0.0,88.23,0.814,0.907,5367.0,0.028979,0.19,0.0,12.833,Transit,0.0,94.0,-94.0,0.024,-0.024,0.00063,-0.00063,0.027,-0.027,0.89,0.09,94.0,0.024,0.00063,0.027,1237.287715136779,174.08768961091795,698.1311867235428,16.154020171648607,6.945518296548382,1.2193834913298813
Kepler-307 c,13.0729,0.10896,3.64,2.2,0.0,0.07,-0.07,0.07055,3.0401,0.0,-0.58,0.65,0.0,88.37,0.814,0.907,5367.0,0.027127,0.19,0.0,12.833,Transit,0.0,94.0,-94.0,0.024,-0.024,0.00073,-0.00073,0.027,-0.027,0.615,0.07,94.0,0.024,0.00073,0.027,738.5269270962368,133.33577847253702,647.0207600274839,14.96988662444292,9.763524258146393,1.996750624789015
Kepler-323 c,3.5538229,0.0458,6.8,1.57,0.0,0.04,-0.04,0.01918,3.1029,0.0,-3.2,3.4,0.095,88.7,1.12,1.015,6004.0,0.01337,-0.14,0.0,11.689,Transit,0.0,71.0,-71.0,0.02,-0.018,0.0011,-0.0011,0.022,-0.022,3.3,0.04,71.0,0.019,0.0011,0.022,2709.068087887049,1321.9220641047561,1309.5585516658045,24.708621216829044,3.439136910479838,1.6951916897808155
Kepler-33 c,13.17562,0.1189,0.39,3.2,0.0,0.3,-0.3,0.02977,6.7,0.0,-0.32,1.24,0.0,88.19,1.82,1.291,5904.0,0.01602,0.025,0.0,12.871,Transit,0.0,47.0,-47.0,0.14,-0.18,0.0025,-0.0025,0.02,-0.02,0.78,0.3,47.0,0.16,0.0025,0.02,37.400289416285425,75.12857319964874,1018.8237973741982,46.75536090285372,88.17624535669705,178.80887185898214
Kepler-36 c,16.21865,0.12692,7.13,3.679,0.0,0.096,-0.091,0.04253,7.46,0.0,-0.18,0.18,0.0,89.36,1.634,1.034,5979.0,0.02062,-0.18,0.0,11.124,Transit,0.0,60.0,-60.0,0.042,-0.04,0.00092,-0.00092,0.023,-0.023,0.18,0.0935,60.0,0.041,0.00092,0.023,517.2973656229191,29.358266604515403,946.2317423639225,15.58380940573028,18.8800531137613,1.8258320603609985
Kepler-396 b,42.994,0.24067,75.5,3.5,0.0,1.28,-0.65,0.11081,4.6011,0.0,-5.8,11.8,0.0,89.34,1.06,0.85,5656.0,0.030168,0.1558,0.0,10.672,Transit,0.0,60.0,-60.0,0.39,-0.2,0.001,-0.001,0.021,-0.021,8.8,0.9650000000000001,60.0,0.29500000000000004,0.001,0.021,6052.310152489501,3411.1565191268005,523.5513930261435,73.0721622272131,2.4855055658792566,2.5189980243648917
Kepler-411 b,3.005156,0.0375,25.6,2.401,0.0,0.053,-0.053,0.069,1.9686,0.0,-2.6,2.6,0.146,87.4,0.82,0.87,4974.0,0.0266,0.21,0.0,10.641,Transit,0.0,46.0,-51.0,0.018,-0.018,0.0008,-0.0008,0.022,-0.022,2.6,0.053,48.5,0.018,0.0008,0.022,4360.797878562539,482.9278244709077,1025.9000200205317,18.61713203898825,7.737210161239854,1.010579631859019
Kepler-411 d,58.02035,0.279,15.2,3.319,0.0,0.104,-0.104,0.12968,5.669,0.0,-5.1,5.1,0.128,89.43,0.82,0.87,4974.0,0.0372,0.21,0.0,10.641,Transit,0.0,46.0,-51.0,0.018,-0.018,0.004,-0.004,0.022,-0.022,5.1,0.104,48.5,0.018,0.004,0.022,1355.0003134473886,462.50067554086667,376.1131955908989,6.144900425757929,12.819733725266731,4.509043112883493
Kepler-450 c,15.413135,0.13351,12.5,2.62,0.0,0.14,-0.14,0.02468,6.6095,0.0,-2.6,3.2,0.02,88.73,1.64162,1.19,6197.21,0.014501,0.1278,0.0,10.708,Transit,0.0,130.15,-187.39,0.080191,-0.106909,0.00074,-0.00074,0.019,-0.019,2.9000000000000004,0.14,158.76999999999998,0.09355,0.00074,0.019,1788.206803621709,456.76432745297853,958.4811965610874,36.82247281181559,4.653746626156572,1.427297822411972
Kepler-454 b,10.5737534,0.09528,5.4,2.37,0.0,0.13,-0.13,0.03024,1.7259,0.0,-1.4,1.4,0.32,87.9,1.066,1.03,5687.0,0.015743,0.32,0.0,10.357,Transit,0.0,49.0,-49.0,0.012,-0.012,0.0013,-0.00091,0.021,-0.021,1.4,0.13,49.0,0.012,0.001105,0.021,944.0769196819119,265.7714394858157,839.0134469985376,9.911125693554713,19.457020448937953,5.998139283888645
